person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25,male,bachelor,97144.0,3,rent,10000.0,venture,11.12,0.1,3.0,614,yes,0
22,male,high school,91225.0,2,own,4800.0,education,8.0,0.05,2.0,634,yes,0
26,female,associate,97169.0,4,rent,10000.0,personal,12.73,0.1,4.0,588,yes,0
23,female,high school,90831.0,0,own,15000.0,education,11.14,0.17,4.0,687,no,0
24,female,bachelor,83922.0,0,mortgage,4900.0,education,10.96,0.06,2.0,622,no,1
25,male,bachelor,91023.0,3,mortgage,7500.0,venture,12.61,0.08,4.0,621,no,0
23,female,master,91076.0,0,mortgage,6000.0,education,8.0,0.07,2.0,675,no,0
25,female,high school,89780.0,4,rent,10000.0,venture,18.43,0.11,3.0,639,no,1
24,male,bachelor,96930.0,1,rent,10000.0,venture,11.14,0.1,4.0,683,yes,0
23,male,high school,91099.0,0,mortgage,19600.0,venture,15.13,0.22,3.0,614,yes,0
23,female,associate,90920.0,4,mortgage,9500.0,medical,11.01,0.1,4.0,682,yes,0
25,male,master,90923.0,3,mortgage,10000.0,personal,11.34,0.11,2.0,668,no,0
26,male,bachelor,83898.0,3,mortgage,25000.0,homeimprovement,11.01,0.3,3.0,689,no,1
24,female,master,97044.0,4,rent,10000.0,education,6.62,0.1,2.0,671,yes,0
24,male,bachelor,96898.0,3,rent,10000.0,homeimprovement,7.9,0.1,4.0,676,no,0
25,male,high school,97316.0,3,rent,10000.0,education,9.62,0.1,4.0,637,yes,0
23,male,bachelor,83749.0,2,mortgage,2500.0,personal,9.64,0.03,3.0,469,no,1
23,female,high school,90810.0,2,own,12000.0,education,12.49,0.13,4.0,666,yes,0
23,male,master,97239.0,1,rent,10000.0,personal,10.59,0.1,2.0,652,yes,0
25,female,bachelor,91275.0,4,mortgage,6000.0,medical,7.51,0.07,4.0,650,yes,0
24,male,high school,91485.0,3,own,6500.0,education,7.14,0.07,2.0,492,yes,0
24,female,bachelor,91445.0,5,own,7000.0,venture,7.49,0.08,3.0,586,yes,0
26,male,associate,99465.0,1,rent,10000.0,medical,7.29,0.1,4.0,605,yes,0
24,male,master,100041.0,1,rent,10000.0,education,12.21,0.1,4.0,694,no,0
22,male,high school,91593.0,0,mortgage,12000.0,venture,11.01,0.13,4.0,648,no,0
25,female,master,91719.0,1,mortgage,7000.0,education,11.36,0.08,2.0,606,yes,0
23,male,bachelor,99940.0,0,rent,10000.0,personal,12.21,0.1,3.0,596,no,0
26,male,master,92017.0,1,mortgage,10000.0,medical,10.39,0.11,2.0,669,yes,0
24,male,bachelor,100312.0,0,rent,10000.0,debtconsolidation,10.59,0.1,3.0,680,yes,0
22,male,bachelor,91822.0,0,mortgage,10675.0,personal,6.62,0.12,3.0,609,yes,0
24,male,high school,91764.0,5,mortgage,7200.0,venture,5.99,0.08,2.0,624,yes,0
25,male,associate,91717.0,4,mortgage,15000.0,medical,12.68,0.16,2.0,543,yes,0
23,female,associate,100820.0,0,rent,10000.0,medical,6.54,0.1,3.0,532,yes,0
22,male,bachelor,91696.0,0,mortgage,10000.0,education,11.01,0.11,4.0,561,yes,0
22,female,high school,100832.0,0,rent,10000.0,education,16.29,0.1,4.0,588,yes,0
25,male,high school,92033.0,6,mortgage,14500.0,personal,9.63,0.16,4.0,579,yes,0
23,male,associate,91653.0,0,mortgage,25000.0,debtconsolidation,11.12,0.27,4.0,624,no,0
24,male,high school,92020.0,2,mortgage,15000.0,personal,10.38,0.16,2.0,608,yes,0
22,female,associate,91732.0,0,mortgage,6700.0,venture,11.83,0.07,2.0,602,yes,0
25,male,associate,101670.0,3,rent,10000.0,debtconsolidation,11.01,0.1,4.0,568,yes,0
25,male,bachelor,101952.0,5,rent,10000.0,homeimprovement,13.49,0.1,2.0,713,yes,0
23,male,bachelor,101542.0,0,rent,10000.0,debtconsolidation,5.99,0.1,2.0,667,no,0
23,male,high school,101527.0,0,rent,10000.0,venture,7.49,0.1,4.0,538,no,0
26,male,associate,91870.0,3,mortgage,1200.0,personal,10.25,0.01,2.0,662,no,0
23,male,high school,92517.0,0,mortgage,3000.0,medical,11.03,0.03,4.0,659,yes,0
25,male,bachelor,92187.0,4,mortgage,22400.0,homeimprovement,9.99,0.24,4.0,680,yes,0
25,female,associate,92196.0,3,mortgage,10000.0,debtconsolidation,11.99,0.11,3.0,573,yes,0
26,male,high school,72265.0,3,own,7000.0,medical,17.88,0.1,2.0,640,no,1
23,male,high school,92326.0,4,mortgage,15000.0,medical,10.62,0.16,2.0,590,no,0
25,female,associate,92527.0,1,mortgage,9000.0,medical,7.74,0.1,3.0,591,yes,0
26,female,master,91993.0,3,own,8000.0,venture,11.83,0.09,3.0,574,yes,0
23,male,master,96024.0,3,rent,10000.0,homeimprovement,13.99,0.1,3.0,694,no,1
24,male,bachelor,103144.0,1,rent,10000.0,homeimprovement,15.21,0.1,4.0,655,yes,0
21,male,bachelor,92076.0,1,mortgage,14000.0,medical,12.69,0.15,3.0,649,yes,0
23,male,bachelor,92232.0,1,mortgage,3600.0,medical,10.65,0.04,3.0,698,yes,0
24,female,associate,92305.0,0,mortgage,6000.0,debtconsolidation,8.9,0.07,3.0,645,yes,0
24,female,bachelor,91953.0,0,mortgage,12000.0,personal,6.03,0.13,2.0,462,yes,0
22,female,associate,88591.0,0,rent,10000.0,personal,18.25,0.11,2.0,668,no,1
24,female,bachelor,91967.0,3,mortgage,13500.0,venture,8.49,0.15,4.0,692,no,0
24,male,master,92126.0,3,mortgage,13500.0,debtconsolidation,9.99,0.15,3.0,636,no,0
26,female,bachelor,92004.0,3,mortgage,5425.0,homeimprovement,8.49,0.06,3.0,631,yes,0
22,male,high school,92112.0,0,mortgage,24000.0,venture,10.99,0.26,2.0,639,yes,0
22,female,associate,103003.0,0,rent,10000.0,debtconsolidation,7.66,0.1,3.0,626,no,0
22,male,bachelor,92561.0,0,mortgage,15000.0,education,10.99,0.16,3.0,673,yes,0
24,female,master,91871.0,2,mortgage,20050.0,debtconsolidation,10.59,0.22,2.0,679,yes,0
24,male,associate,103033.0,0,rent,10000.0,personal,10.37,0.1,4.0,587,yes,0
23,male,master,103216.0,5,rent,10000.0,debtconsolidation,6.17,0.1,4.0,704,yes,0
26,female,bachelor,102771.0,4,rent,10000.0,homeimprovement,11.01,0.1,2.0,662,yes,0
24,male,high school,103017.0,1,rent,10000.0,personal,13.72,0.1,2.0,588,yes,0
25,female,associate,92136.0,0,mortgage,14000.0,homeimprovement,7.66,0.15,3.0,612,yes,0
25,female,high school,92027.0,4,mortgage,6000.0,personal,12.98,0.07,2.0,635,yes,0
25,female,master,92250.0,1,mortgage,20000.0,personal,6.54,0.22,4.0,694,yes,0
24,male,high school,102812.0,2,rent,10000.0,personal,16.0,0.1,3.0,601,yes,0
23,male,high school,88834.0,2,rent,10000.0,education,14.11,0.11,3.0,642,no,1
23,male,bachelor,103067.0,4,rent,10000.0,medical,11.89,0.1,4.0,677,no,0
23,female,associate,92447.0,0,mortgage,20000.0,debtconsolidation,11.01,0.22,4.0,635,no,0
26,male,bachelor,103288.0,0,rent,10000.0,education,11.01,0.1,2.0,675,no,0
26,male,associate,103963.0,2,rent,10000.0,education,13.49,0.1,3.0,658,yes,0
25,female,associate,104178.0,5,rent,10000.0,homeimprovement,11.01,0.1,2.0,615,yes,0
22,female,bachelor,105630.0,4,rent,10000.0,education,11.26,0.09,3.0,613,no,0
23,male,associate,92518.0,0,own,18000.0,education,10.99,0.19,2.0,675,yes,0
24,female,associate,92185.0,2,rent,10000.0,debtconsolidation,16.0,0.11,2.0,647,no,1
26,male,master,106506.0,2,rent,10000.0,venture,12.69,0.09,2.0,673,yes,0
23,male,bachelor,72625.0,1,mortgage,20000.0,medical,11.83,0.28,4.0,545,no,1
22,female,associate,85143.0,0,mortgage,25000.0,debtconsolidation,13.79,0.29,3.0,569,no,1
23,male,associate,109017.0,1,rent,10000.0,education,12.69,0.09,4.0,483,yes,0
25,female,high school,84780.0,4,mortgage,15000.0,personal,13.16,0.18,3.0,711,no,1
24,female,high school,109170.0,1,rent,10000.0,debtconsolidation,11.01,0.09,2.0,634,yes,0
25,male,high school,72572.0,0,mortgage,3400.0,medical,11.01,0.05,2.0,668,no,1
26,male,associate,92162.0,3,mortgage,7400.0,education,7.51,0.08,2.0,657,yes,0
25,female,bachelor,92419.0,4,mortgage,3000.0,debtconsolidation,11.01,0.03,4.0,655,yes,0
25,male,high school,109093.0,0,rent,10000.0,debtconsolidation,12.42,0.09,2.0,549,yes,0
25,male,bachelor,108855.0,4,rent,10000.0,personal,7.49,0.09,2.0,663,yes,0
22,female,associate,92588.0,0,mortgage,18000.0,venture,7.88,0.19,3.0,580,yes,0
25,female,bachelor,92217.0,0,mortgage,3000.0,homeimprovement,11.86,0.03,2.0,619,no,0
23,female,associate,108966.0,0,rent,10000.0,debtconsolidation,7.49,0.09,3.0,604,yes,0
22,female,high school,72690.0,1,mortgage,20000.0,medical,17.74,0.28,3.0,632,no,1
26,male,associate,108810.0,4,rent,10000.0,personal,7.49,0.09,4.0,619,yes,0
24,male,master,108847.0,4,rent,10000.0,homeimprovement,11.01,0.09,2.0,662,no,0
26,male,doctorate,92809.0,6,mortgage,6000.0,homeimprovement,7.9,0.06,4.0,618,yes,0
24,male,bachelor,92686.0,3,mortgage,12000.0,debtconsolidation,11.01,0.13,3.0,669,no,0
26,male,high school,85470.0,3,mortgage,14500.0,personal,7.49,0.17,3.0,574,no,1
21,female,high school,94838.0,0,rent,10000.0,debtconsolidation,15.57,0.11,4.0,591,no,1
23,female,bachelor,93070.0,1,mortgage,4800.0,education,7.51,0.05,4.0,672,yes,0
22,male,associate,92755.0,0,mortgage,15000.0,debtconsolidation,11.01,0.16,4.0,658,yes,0
23,male,high school,108909.0,1,rent,10000.0,venture,7.51,0.09,2.0,682,no,0
26,male,associate,92765.0,7,mortgage,24000.0,education,12.73,0.26,3.0,593,yes,0
24,female,high school,108775.0,0,rent,10000.0,homeimprovement,11.89,0.09,4.0,615,no,0
26,female,associate,110263.0,5,rent,10000.0,debtconsolidation,11.01,0.09,4.0,586,yes,0
25,female,bachelor,92654.0,7,mortgage,14800.0,venture,19.42,0.16,4.0,660,no,0
23,male,associate,110340.0,0,rent,10000.0,education,10.2,0.09,2.0,620,yes,0
22,male,master,93277.0,1,mortgage,6000.0,debtconsolidation,6.62,0.06,4.0,610,yes,0
22,female,master,92994.0,0,mortgage,12000.0,personal,8.9,0.13,2.0,659,yes,0
26,female,associate,92928.0,6,mortgage,12800.0,personal,6.92,0.14,4.0,693,yes,0
25,male,high school,93058.0,5,mortgage,6500.0,education,5.79,0.07,4.0,681,yes,0
25,male,associate,93207.0,3,mortgage,20000.0,personal,11.01,0.21,2.0,552,yes,0
21,female,bachelor,93207.0,0,mortgage,8000.0,personal,14.96,0.09,3.0,597,no,0
23,female,master,93016.0,4,mortgage,10000.0,venture,9.63,0.11,4.0,683,no,0
23,male,associate,111357.0,0,rent,10000.0,venture,11.71,0.09,4.0,668,yes,0
22,female,high school,93071.0,2,mortgage,13750.0,medical,11.01,0.15,4.0,617,no,0
23,female,master,93239.0,2,mortgage,25000.0,education,11.71,0.27,2.0,633,yes,0
24,male,bachelor,93298.0,2,mortgage,12000.0,debtconsolidation,12.42,0.13,2.0,610,no,0
26,male,bachelor,112114.0,5,rent,10000.0,venture,13.23,0.09,2.0,705,no,0
25,male,master,93090.0,4,mortgage,12000.0,education,7.9,0.13,4.0,687,no,0
22,male,high school,93034.0,1,mortgage,12400.0,medical,7.51,0.13,4.0,659,no,0
23,female,master,112794.0,5,rent,10000.0,education,14.26,0.09,2.0,616,yes,0
25,male,associate,93511.0,0,mortgage,9000.0,homeimprovement,6.03,0.1,3.0,614,no,0
24,female,associate,113769.0,0,rent,10000.0,homeimprovement,18.64,0.09,2.0,598,yes,0
26,female,bachelor,86057.0,5,mortgage,6000.0,debtconsolidation,15.62,0.07,4.0,643,no,1
23,female,master,93754.0,0,own,3500.0,venture,5.99,0.04,2.0,570,yes,0
25,female,high school,93292.0,0,mortgage,3000.0,debtconsolidation,7.49,0.03,3.0,535,yes,0
24,male,bachelor,93666.0,1,mortgage,4000.0,homeimprovement,11.99,0.04,2.0,688,yes,0
22,male,high school,73493.0,0,mortgage,35000.0,medical,16.89,0.48,3.0,616,no,1
23,male,high school,113719.0,1,rent,10000.0,medical,9.45,0.09,3.0,530,yes,0
24,female,high school,93607.0,4,mortgage,3850.0,education,11.11,0.04,2.0,546,yes,0
25,female,associate,85845.0,1,rent,10000.0,medical,16.77,0.12,3.0,629,no,1
23,female,associate,114955.0,2,rent,10000.0,personal,6.17,0.09,3.0,685,no,0
24,male,associate,114971.0,4,rent,10000.0,debtconsolidation,11.01,0.09,2.0,514,yes,0
25,male,bachelor,54928.0,5,rent,10025.0,medical,5.42,0.18,4.0,690,yes,0
23,female,associate,79432.0,3,rent,10075.0,debtconsolidation,13.98,0.13,2.0,555,no,0
26,female,bachelor,36254.0,5,rent,10100.0,personal,13.55,0.28,4.0,692,no,1
22,male,associate,86335.0,0,mortgage,3200.0,debtconsolidation,10.25,0.04,3.0,476,no,1
23,male,bachelor,93303.0,0,mortgage,10000.0,education,7.88,0.11,4.0,607,yes,0
24,female,high school,84894.0,0,rent,10125.0,venture,14.65,0.12,3.0,673,yes,0
25,female,high school,93256.0,2,mortgage,8000.0,education,15.33,0.09,2.0,578,yes,0
22,male,master,93304.0,0,mortgage,21000.0,education,11.48,0.23,3.0,580,yes,0
23,female,high school,83542.0,2,rent,10150.0,debtconsolidation,11.99,0.12,3.0,650,no,0
24,male,associate,93396.0,2,mortgage,14000.0,medical,8.94,0.15,3.0,580,yes,0
20,male,bachelor,93288.0,0,mortgage,6000.0,venture,8.0,0.06,2.0,699,yes,0
26,male,bachelor,93205.0,4,mortgage,5400.0,debtconsolidation,13.04,0.06,3.0,564,yes,0
24,female,bachelor,85978.0,3,mortgage,5000.0,education,10.39,0.06,2.0,631,no,1
23,male,bachelor,86383.0,2,mortgage,20000.0,debtconsolidation,15.13,0.23,2.0,661,no,1
26,female,associate,48728.0,1,rent,10200.0,medical,11.01,0.21,3.0,613,no,0
26,male,bachelor,93171.0,5,mortgage,6000.0,medical,11.99,0.06,4.0,578,yes,0
25,female,high school,93550.0,1,mortgage,15000.0,personal,9.63,0.16,2.0,656,yes,0
23,female,high school,93766.0,0,mortgage,12000.0,medical,5.79,0.13,3.0,627,yes,0
24,female,high school,51505.0,2,rent,10200.0,education,7.49,0.2,4.0,494,yes,0
23,female,high school,92836.0,0,mortgage,6000.0,venture,7.88,0.06,2.0,588,yes,0
24,male,master,86114.0,0,mortgage,5000.0,debtconsolidation,14.96,0.06,3.0,663,no,1
25,male,associate,85860.0,6,mortgage,2400.0,debtconsolidation,17.04,0.03,3.0,493,no,1
25,male,high school,93471.0,4,mortgage,16000.0,debtconsolidation,13.92,0.17,2.0,682,yes,0
20,male,high school,93599.0,0,mortgage,24250.0,education,11.36,0.26,2.0,629,yes,0
25,female,bachelor,93539.0,0,mortgage,3425.0,debtconsolidation,12.18,0.04,2.0,669,yes,0
22,male,associate,61055.0,3,rent,10200.0,education,15.21,0.17,4.0,649,yes,0
23,male,high school,66845.0,0,rent,10200.0,personal,12.73,0.15,2.0,643,yes,0
22,male,associate,93687.0,0,mortgage,5875.0,medical,6.17,0.06,3.0,636,no,0
24,male,high school,93928.0,1,mortgage,15000.0,medical,6.17,0.16,3.0,624,no,0
23,female,high school,103347.0,3,rent,10200.0,debtconsolidation,11.01,0.1,3.0,617,yes,0
22,female,bachelor,109242.0,1,rent,10200.0,medical,11.71,0.09,3.0,607,yes,0
24,male,master,93869.0,2,mortgage,4800.0,debtconsolidation,13.79,0.05,4.0,652,yes,0
24,female,master,121313.0,0,rent,10200.0,personal,12.99,0.08,4.0,667,no,0
24,female,bachelor,27144.0,1,rent,11000.0,education,7.51,0.41,2.0,570,no,1
26,male,doctorate,33578.0,1,rent,11000.0,debtconsolidation,8.9,0.33,3.0,658,no,1
23,male,bachelor,33663.0,1,rent,11000.0,debtconsolidation,8.59,0.33,4.0,608,no,1
22,male,master,33467.0,0,rent,11000.0,medical,11.48,0.33,4.0,646,no,1
21,male,associate,35951.0,0,rent,11000.0,medical,13.49,0.31,2.0,546,no,1
21,female,bachelor,35906.0,0,rent,11000.0,medical,14.22,0.31,2.0,585,no,1
23,female,associate,36293.0,0,rent,11000.0,debtconsolidation,13.49,0.3,4.0,634,no,1
25,female,bachelor,37973.0,2,rent,11000.0,homeimprovement,13.72,0.29,2.0,540,no,1
26,female,bachelor,93880.0,4,mortgage,6800.0,debtconsolidation,13.06,0.07,4.0,671,yes,0
23,female,bachelor,39329.0,1,rent,11000.0,education,9.91,0.28,3.0,653,no,1
25,female,bachelor,39586.0,1,rent,11000.0,debtconsolidation,7.66,0.28,3.0,632,no,1
23,female,bachelor,93740.0,0,mortgage,4000.0,education,16.77,0.04,4.0,636,yes,0
23,male,bachelor,94096.0,0,mortgage,11700.0,debtconsolidation,6.17,0.12,3.0,660,yes,0
23,male,associate,40324.0,1,rent,11000.0,debtconsolidation,7.66,0.27,2.0,585,no,1
25,female,high school,94541.0,3,mortgage,30000.0,personal,11.01,0.32,4.0,532,yes,0
23,male,associate,94522.0,1,mortgage,15000.0,education,12.99,0.16,4.0,640,no,0
23,male,bachelor,41221.0,2,rent,11000.0,medical,15.65,0.27,3.0,634,no,1
25,male,associate,35933.0,6,rent,11000.0,personal,8.49,0.31,2.0,572,no,1
24,male,master,94542.0,2,mortgage,2300.0,venture,11.01,0.02,4.0,631,yes,0
23,male,associate,94721.0,0,mortgage,2400.0,education,12.42,0.03,2.0,573,yes,0
24,female,bachelor,87477.0,0,mortgage,14000.0,education,14.65,0.16,4.0,593,no,1
25,male,high school,87409.0,0,mortgage,10000.0,debtconsolidation,14.27,0.11,3.0,521,no,1
24,female,associate,35610.0,0,rent,11000.0,education,15.05,0.31,4.0,655,no,1
24,female,master,94719.0,1,own,4500.0,homeimprovement,12.69,0.05,3.0,654,no,0
23,male,bachelor,69334.0,0,rent,11050.0,education,14.74,0.16,4.0,686,no,1
23,male,master,94286.0,1,mortgage,10000.0,medical,6.62,0.11,2.0,663,no,0
25,male,high school,94373.0,2,mortgage,8000.0,education,7.9,0.08,4.0,601,yes,0
22,male,bachelor,37114.0,0,rent,11100.0,personal,6.62,0.3,4.0,689,no,1
23,female,associate,94440.0,1,mortgage,5000.0,education,11.71,0.05,2.0,683,yes,0
26,female,master,94795.0,3,mortgage,7200.0,personal,6.62,0.08,2.0,645,yes,0
24,female,bachelor,94545.0,2,mortgage,5000.0,homeimprovement,6.62,0.05,4.0,643,yes,0
24,female,bachelor,94382.0,3,mortgage,8500.0,debtconsolidation,7.51,0.09,4.0,606,yes,0
22,female,associate,94261.0,0,mortgage,1750.0,education,10.65,0.02,4.0,544,yes,0
22,male,bachelor,87346.0,0,mortgage,8500.0,personal,15.96,0.1,2.0,585,no,1
22,male,high school,39709.0,1,rent,11100.0,venture,12.21,0.28,3.0,631,no,1
25,female,high school,55254.0,7,rent,11100.0,debtconsolidation,13.11,0.2,2.0,649,yes,0
23,male,associate,94436.0,1,mortgage,15000.0,personal,8.49,0.16,2.0,620,no,0
22,male,associate,75908.0,1,rent,11100.0,personal,11.01,0.15,3.0,685,yes,0
23,male,bachelor,94649.0,0,mortgage,25000.0,medical,11.01,0.26,4.0,609,yes,0
26,female,master,94802.0,5,mortgage,3000.0,homeimprovement,11.49,0.03,2.0,683,yes,0
26,male,high school,94305.0,7,mortgage,8325.0,education,6.99,0.09,4.0,603,no,0
23,female,bachelor,94705.0,1,mortgage,6000.0,debtconsolidation,12.99,0.06,3.0,661,yes,0
21,female,bachelor,49102.0,0,own,12000.0,medical,8.9,0.24,2.0,646,yes,0
22,female,master,32242.0,1,rent,11200.0,personal,16.89,0.35,3.0,562,no,1
24,male,associate,37959.0,1,rent,11200.0,medical,5.79,0.3,4.0,611,no,1
23,female,high school,94617.0,0,mortgage,4200.0,education,13.06,0.04,3.0,609,no,0
24,female,bachelor,94416.0,3,mortgage,20000.0,debtconsolidation,10.37,0.21,2.0,663,no,0
25,male,bachelor,95090.0,3,mortgage,8000.0,education,5.79,0.08,2.0,640,no,0
25,male,high school,94757.0,4,mortgage,6000.0,venture,11.01,0.06,4.0,636,no,0
22,male,high school,48970.0,0,own,5000.0,education,16.29,0.1,4.0,666,yes,0
23,female,master,94701.0,2,mortgage,4600.0,education,7.66,0.05,2.0,608,yes,0
24,male,high school,49199.0,0,own,12000.0,venture,6.03,0.24,4.0,593,yes,0
24,female,associate,94627.0,4,mortgage,3600.0,debtconsolidation,5.42,0.04,4.0,623,yes,0
23,female,bachelor,94603.0,3,mortgage,12400.0,education,7.29,0.13,3.0,608,yes,0
26,male,bachelor,44045.0,0,rent,11200.0,medical,11.01,0.25,3.0,577,no,1
26,male,high school,94429.0,4,mortgage,12000.0,personal,13.43,0.13,4.0,616,yes,0
25,male,master,38201.0,5,rent,11200.0,venture,17.27,0.29,4.0,659,no,1
22,female,associate,49325.0,0,rent,11200.0,venture,7.88,0.23,2.0,631,yes,0
24,male,bachelor,50877.0,4,rent,11200.0,medical,10.62,0.22,3.0,561,yes,0
22,female,bachelor,94894.0,0,mortgage,12000.0,education,6.54,0.13,3.0,681,yes,0
21,female,bachelor,51356.0,0,rent,11200.0,venture,16.77,0.22,4.0,686,no,0
25,female,master,94872.0,1,mortgage,10000.0,debtconsolidation,5.79,0.11,2.0,642,yes,0
23,male,high school,94604.0,0,mortgage,6000.0,venture,6.91,0.06,4.0,653,yes,0
22,female,associate,51474.0,0,rent,11200.0,education,11.01,0.22,4.0,692,no,0
26,male,associate,94449.0,1,mortgage,1750.0,personal,10.36,0.02,2.0,665,yes,0
23,male,high school,54931.0,5,rent,11200.0,personal,10.59,0.2,2.0,692,no,0
25,female,master,94552.0,4,mortgage,14000.0,venture,7.51,0.15,3.0,631,yes,0
23,male,master,87613.0,0,mortgage,12000.0,venture,13.61,0.14,2.0,638,no,1
24,male,bachelor,55068.0,2,rent,11200.0,medical,12.04,0.2,3.0,624,no,0
26,female,bachelor,94519.0,6,own,2400.0,venture,14.72,0.03,3.0,544,yes,0
22,male,high school,94772.0,2,mortgage,15000.0,debtconsolidation,7.88,0.16,3.0,640,no,0
23,male,associate,94631.0,0,mortgage,25000.0,venture,15.58,0.26,3.0,624,yes,0
25,male,high school,94447.0,5,mortgage,2400.0,debtconsolidation,11.86,0.03,4.0,681,no,0
24,male,master,94441.0,1,mortgage,9800.0,homeimprovement,10.99,0.1,3.0,600,yes,0
23,female,associate,95079.0,0,mortgage,1000.0,education,9.88,0.01,3.0,620,yes,0
24,female,bachelor,61074.0,6,rent,11200.0,venture,13.85,0.18,3.0,705,yes,0
23,male,bachelor,87097.0,3,mortgage,19000.0,education,11.01,0.22,2.0,705,no,1
22,male,high school,63497.0,2,rent,11200.0,medical,6.62,0.18,4.0,624,no,0
23,female,master,94912.0,2,mortgage,6150.0,education,7.88,0.06,2.0,595,yes,0
23,male,high school,65978.0,0,rent,11200.0,education,13.99,0.17,2.0,656,no,0
22,female,master,94543.0,0,mortgage,18000.0,education,10.99,0.19,3.0,611,no,0
22,male,bachelor,94527.0,0,mortgage,7750.0,medical,7.51,0.08,4.0,678,yes,0
22,male,high school,94614.0,0,mortgage,16000.0,education,16.45,0.17,2.0,615,no,0
22,male,high school,94274.0,1,mortgage,16000.0,education,16.45,0.17,3.0,671,no,0
24,male,master,94374.0,4,mortgage,14500.0,personal,7.51,0.15,4.0,616,no,0
23,male,master,72891.0,4,rent,11200.0,education,10.78,0.15,3.0,655,yes,0
24,male,high school,94594.0,1,own,25000.0,education,12.18,0.26,4.0,579,yes,0
24,female,high school,74290.0,1,rent,11200.0,personal,9.99,0.15,3.0,620,yes,0
22,male,master,74446.0,0,rent,11200.0,personal,6.62,0.15,4.0,591,yes,0
22,male,master,94716.0,0,own,4000.0,personal,7.74,0.04,4.0,662,yes,0
25,male,high school,95103.0,3,mortgage,14200.0,homeimprovement,11.48,0.15,3.0,607,yes,0
22,female,high school,70461.0,2,rent,11200.0,debtconsolidation,13.16,0.16,3.0,661,no,1
24,male,high school,94537.0,5,mortgage,8000.0,debtconsolidation,13.22,0.08,2.0,606,no,0
23,male,high school,94542.0,0,mortgage,16000.0,education,11.89,0.17,3.0,556,no,0
22,female,high school,94507.0,4,mortgage,9600.0,debtconsolidation,10.95,0.1,2.0,667,no,0
25,female,bachelor,74586.0,3,mortgage,20000.0,medical,14.74,0.27,2.0,649,no,1
25,female,bachelor,82824.0,3,rent,11200.0,personal,11.99,0.14,2.0,584,no,0
22,female,high school,84200.0,0,rent,11200.0,venture,11.01,0.13,2.0,616,yes,0
24,male,high school,86141.0,1,rent,11200.0,venture,11.36,0.13,3.0,600,no,0
